frame,timestamp,class,model_class,track_id,confidence,x1,y1,x2,y2
0,0.0,person,person,1,0.9089,1185.47,277.31,1264.24,439.21
0,0.0,person,person,2,0.841,981.98,17.98,1019.3,80.61
0,0.0,person,person,3,0.8071,1093.69,58.4,1135.3,136.74
0,0.0,person,person,4,0.7888,648.24,671.09,786.87,857.03
0,0.0,person,person,5,0.7804,1842.93,454.24,1919.77,550.88
0,0.0,person,person,6,0.7704,137.09,218.26,197.21,292.74
0,0.0,racket,tennis racket,7,0.7105,759.31,720.06,800.18,757.94
0,0.0,person,person,8,0.6987,867.12,2.81,897.58,55.25
0,0.0,person,person,9,0.6547,768.62,54.7,816.04,133.7
0,0.0,person,person,10,0.5595,365.44,84.3,389.29,134.06
0,0.0,ball,sports ball,11,0.4438,1023.04,273.19,1034.04,281.47
0,0.0,person,person,12,0.4377,63.47,424.26,108.41,478.54
0,0.0,person,person,13,0.3317,774.64,53.63,807.96,133.32
0,0.0,person,person,14,0.3226,1430.63,55.42,1470.94,87.17
1,0.033,person,person,1,0.901,1185.8,277.26,1264.68,439.4
1,0.033,person,person,2,0.8315,983.03,18.11,1020.27,80.65
1,0.033,person,person,3,0.8028,1093.65,57.75,1135.52,136.53
1,0.033,person,person,4,0.7634,644.3,669.18,778.43,848.99
1,0.033,person,person,5,0.7662,1844.41,456.71,1919.35,550.94
1,0.033,person,person,6,0.765,136.76,218.28,196.86,292.72
1,0.033,racket,tennis racket,7,0.7243,752.29,714.3,794.33,753.29
1,0.033,person,person,8,0.738,865.85,3.29,895.99,55.29
1,0.033,person,person,9,0.7609,770.46,54.01,818.12,133.51
1,0.033,person,person,10,0.3769,365.73,85.8,389.49,135.39
1,0.033,ball,sports ball,11,0.4638,1023.07,273.22,1034.06,281.49
1,0.033,person,person,12,0.443,63.59,424.28,108.45,478.46
1,0.033,person,person,14,0.285,1430.65,55.47,1470.92,87.2
2,0.067,person,person,1,0.8925,1186.61,278.15,1265.24,439.69
2,0.067,person,person,2,0.8389,984.2,17.85,1021.51,80.7
2,0.067,person,person,3,0.8134,1093.24,57.14,1135.34,136.16
2,0.067,person,person,4,0.8354,638.42,667.02,772.16,846.15
2,0.067,person,person,5,0.8349,1845.14,457.29,1919.78,551.15
2,0.067,person,person,6,0.7806,136.77,218.29,196.85,292.68
2,0.067,racket,tennis racket,7,0.7537,745.55,708.52,787.42,747.36
2,0.067,person,person,8,0.7324,865.01,3.64,894.82,55.14
2,0.067,person,person,9,0.8004,770.71,53.53,818.35,133.36
2,0.067,person,person,10,0.3995,365.74,83.99,390.09,134.84
2,0.067,ball,sports ball,11,0.4354,1023.09,273.21,1034.06,281.46
2,0.067,person,person,12,0.4562,63.63,424.31,108.4,478.38
2,0.067,person,person,14,0.3424,1430.59,55.43,1470.95,87.23
2,0.067,person,person,15,0.3703,980.28,0.08,994.12,12.87
3,0.1,person,person,1,0.8931,1186.9,278.44,1265.46,439.78
3,0.1,person,person,2,0.8345,984.6,17.8,1021.79,80.69
3,0.1,person,person,3,0.8144,1093.09,56.95,1135.36,136.09
3,0.1,person,person,4,0.8318,636.69,666.37,770.51,845.42
3,0.1,person,person,5,0.8346,1845.1,456.88,1920.0,551.23
3,0.1,person,person,6,0.7768,136.75,218.29,196.86,292.66
3,0.1,racket,tennis racket,7,0.7476,743.48,706.72,785.32,745.55
3,0.1,person,person,8,0.7332,864.76,3.71,894.44,55.08
3,0.1,person,person,10,0.417,365.82,83.34,390.33,134.61
3,0.1,ball,sports ball,11,0.446,1023.11,273.22,1034.05,281.45
3,0.1,person,person,12,0.4581,63.57,424.39,108.2,478.29
3,0.1,person,person,14,0.3048,1430.6,55.42,1470.93,87.21
3,0.1,person,person,15,0.3705,980.35,0.08,994.16,12.83
3,0.1,person,person,13,0.8023,777.31,53.47,810.92,133.29
4,0.133,person,person,1,0.8839,1187.36,279.42,1265.51,439.57
4,0.133,person,person,2,0.8352,985.89,18.01,1022.75,80.85
4,0.133,person,person,3,0.7624,1094.98,56.34,1137.14,135.2
4,0.133,person,person,4,0.8859,631.75,664.33,767.67,845.77
4,0.133,person,person,5,0.81,1846.99,460.12,1919.43,551.18
4,0.133,person,person,6,0.7752,136.87,218.25,197.0,292.64
4,0.133,racket,tennis racket,7,0.7208,738.54,702.39,783.53,744.42
4,0.133,person,person,8,0.7819,863.62,3.96,893.32,55.44
4,0.133,person,person,10,0.292,366.88,83.0,391.31,134.45
4,0.133,ball,sports ball,11,0.4645,1023.12,273.22,1034.04,281.43
4,0.133,person,person,12,0.4898,63.6,424.28,107.99,477.87
4,0.133,person,person,14,0.3282,1430.56,55.36,1470.95,87.2
4,0.133,person,person,15,0.4109,979.29,0.02,994.16,13.73
4,0.133,person,person,13,0.7672,779.21,53.77,813.01,133.68
5,0.167,person,person,1,0.8666,1188.27,280.04,1266.23,439.49
5,0.167,person,person,2,0.8223,986.82,17.87,1023.45,80.99
5,0.167,person,person,3,0.7621,1098.4,55.63,1140.12,133.93
5,0.167,person,person,4,0.8641,626.95,662.66,765.02,846.23
5,0.167,person,person,5,0.8379,1848.91,464.0,1918.4,551.1
5,0.167,person,person,6,0.7804,136.8,218.28,197.01,292.72
5,0.167,racket,tennis racket,7,0.7152,731.79,698.26,780.72,744.37
5,0.167,person,person,8,0.7999,862.06,3.89,892.09,56.24
5,0.167,ball,sports ball,11,0.4588,1023.15,273.23,1034.04,281.42
5,0.167,person,person,12,0.4958,63.58,424.23,107.88,477.7
5,0.167,person,person,14,0.3255,1430.51,55.36,1470.91,87.22
5,0.167,person,person,15,0.4105,979.3,0.08,994.41,14.04
5,0.167,person,person,13,0.6347,781.85,53.66,815.44,133.31
6,0.2,person,person,1,0.8685,1190.79,280.34,1268.54,439.58
6,0.2,person,person,2,0.8155,987.54,17.77,1023.92,81.15
6,0.2,person,person,3,0.7359,1100.55,55.39,1141.64,132.68
6,0.2,person,person,4,0.6279,622.71,661.46,762.91,846.7
6,0.2,person,person,5,0.8343,1850.05,464.77,1918.96,551.07
6,0.2,person,person,6,0.7719,136.65,218.3,197.01,292.89
6,0.2,racket,tennis racket,7,0.7426,728.24,695.9,777.17,742.33
6,0.2,person,person,8,0.7737,861.0,4.06,891.07,56.69
6,0.2,ball,sports ball,11,0.4186,1023.13,273.25,1034.04,281.46
6,0.2,person,person,12,0.4948,63.52,424.27,107.78,477.7
6,0.2,person,person,14,0.4537,1430.49,55.3,1470.99,87.25
6,0.2,person,person,15,0.4037,979.34,0.11,994.47,14.12
6,0.2,person,person,13,0.7484,784.72,53.43,818.34,133.66
6,0.2,person,person,10,0.3321,368.48,82.11,392.88,133.94
7,0.233,person,person,1,0.8823,1195.01,281.47,1271.8,439.54
7,0.233,person,person,2,0.8117,988.49,18.57,1024.06,81.14
7,0.233,person,person,3,0.7071,1101.89,55.32,1142.67,132.04
7,0.233,person,person,4,0.8342,617.55,660.72,760.01,847.34
7,0.233,person,person,5,0.8267,1851.63,465.42,1919.63,550.66
7,0.233,person,person,6,0.7672,136.6,218.31,197.03,292.93
7,0.233,racket,tennis racket,7,0.7633,723.99,693.77,774.52,742.06
7,0.233,person,person,8,0.7615,859.78,3.98,889.9,56.88
7,0.233,ball,sports ball,11,0.395,1023.13,273.25,1034.06,281.48
7,0.233,person,person,12,0.4945,63.49,424.33,107.62,477.62
7,0.233,person,person,14,0.3864,1430.53,55.32,1470.94,87.23
7,0.233,person,person,15,0.406,979.49,0.13,994.56,14.11
7,0.233,person,person,13,0.7957,786.62,53.34,820.17,133.95
7,0.233,person,person,10,0.281,369.91,82.45,392.73,131.28
8,0.267,person,person,1,0.8629,1199.63,281.85,1275.28,439.31
8,0.267,person,person,2,0.8128,989.28,18.87,1024.22,80.95
8,0.267,person,person,3,0.767,1102.9,55.19,1143.7,131.92
8,0.267,person,person,4,0.8693,611.74,659.69,756.91,848.03
8,0.267,person,person,5,0.7862,1852.99,463.62,1920.0,550.92
8,0.267,person,person,6,0.7633,136.72,218.32,197.19,293.0
8,0.267,racket,tennis racket,7,0.7095,720.58,693.23,770.77,741.26
8,0.267,person,person,8,0.7945,858.5,4.89,888.32,57.06
8,0.267,ball,sports ball,11,0.3578,1023.13,273.25,1034.03,281.46
8,0.267,person,person,12,0.4766,63.42,424.38,107.53,477.67
8,0.267,person,person,14,0.322,1430.49,55.33,1470.73,87.09
8,0.267,person,person,15,0.4306,979.49,0.14,994.52,14.11
8,0.267,person,person,13,0.7441,789.01,53.44,822.47,134.23
9,0.3,person,person,1,0.8602,1201.44,281.92,1276.18,439.17
9,0.3,person,person,2,0.8102,989.67,18.92,1024.15,80.83
9,0.3,person,person,3,0.7711,1103.26,55.19,1144.04,131.87
9,0.3,person,person,4,0.8697,609.28,659.35,756.27,848.29
9,0.3,person,person,5,0.7897,1853.57,462.87,1920.0,551.05
9,0.3,person,person,6,0.751,136.77,218.31,197.2,292.91
9,0.3,racket,tennis racket,7,0.7164,719.51,693.23,769.41,741.04
9,0.3,person,person,8,0.7908,858.04,5.26,887.78,57.08
9,0.3,ball,sports ball,11,0.3788,1023.15,273.25,1034.03,281.44
9,0.3,person,person,12,0.4742,63.33,424.42,107.37,477.68
9,0.3,person,person,14,0.3328,1430.33,55.34,1470.67,87.18
9,0.3,person,person,15,0.4326,979.5,0.15,994.47,14.09
9,0.3,person,person,13,0.7443,789.85,53.47,823.14,134.27
10,0.333,person,person,1,0.8785,1204.48,282.22,1277.96,439.16
10,0.333,person,person,2,0.8199,990.04,18.95,1024.22,80.86
10,0.333,person,person,3,0.7226,1103.4,54.87,1144.54,132.3
10,0.333,person,person,4,0.8536,605.57,658.05,755.11,848.12
10,0.333,person,person,5,0.7583,1855.78,462.75,1920.0,550.98
10,0.333,person,person,6,0.772,136.98,218.31,197.32,292.83
10,0.333,racket,tennis racket,7,0.6092,712.76,693.78,768.93,748.11
10,0.333,person,person,8,0.7762,857.33,5.63,887.42,57.82
10,0.333,ball,sports ball,11,0.4006,1023.13,273.24,1034.01,281.43
10,0.333,person,person,12,0.4666,63.41,424.37,107.56,477.78
10,0.333,person,person,14,0.3148,1430.34,55.39,1470.59,87.15
10,0.333,person,person,15,0.4266,979.47,0.14,994.46,14.13
10,0.333,person,person,13,0.7673,792.79,53.42,826.24,134.1
11,0.367,person,person,1,0.8595,1206.68,283.0,1278.97,439.65
11,0.367,person,person,2,0.8136,990.27,18.95,1024.14,80.86
11,0.367,person,person,3,0.7384,1103.72,54.58,1145.05,132.29
11,0.367,person,person,4,0.4125,601.67,656.54,751.58,844.55
11,0.367,person,person,5,0.7217,1859.24,465.27,1920.0,550.96
11,0.367,person,person,6,0.758,137.04,218.39,197.28,292.78
11,0.367,racket,tennis racket,7,0.5679,707.57,695.68,764.63,750.86
11,0.367,person,person,8,0.7581,857.25,6.1,887.54,58.42
11,0.367,ball,sports ball,11,0.3937,1023.14,273.23,1034.02,281.42
11,0.367,person,person,12,0.4718,63.34,424.41,107.42,477.78
11,0.367,person,person,14,0.3236,1430.36,55.36,1470.63,87.12
11,0.367,person,person,15,0.407,979.65,0.15,994.57,14.07
11,0.367,person,person,13,0.775,796.07,53.51,829.96,133.94
12,0.4,person,person,1,0.8636,1207.58,283.37,1278.85,439.46
12,0.4,person,person,2,0.7999,990.35,18.9,1024.04,80.96
12,0.4,person,person,3,0.685,1103.46,54.27,1145.24,132.49
12,0.4,person,person,4,0.5748,597.85,655.58,718.75,803.86
12,0.4,person,person,5,0.7348,1862.95,466.36,1920.0,551.01
12,0.4,person,person,6,0.7585,136.97,218.44,197.17,292.78
12,0.4,racket,tennis racket,7,0.614,702.12,699.02,758.61,753.21
12,0.4,person,person,8,0.7465,856.76,6.47,887.33,58.86
12,0.4,ball,sports ball,11,0.3807,1023.12,273.22,1034.0,281.41
12,0.4,person,person,12,0.469,63.38,424.34,107.57,477.87
12,0.4,person,person,14,0.371,1430.36,55.33,1470.68,87.13
12,0.4,person,person,15,0.3763,979.69,0.15,994.62,14.1
12,0.4,person,person,13,0.7625,799.59,53.55,834.31,133.65
13,0.433,person,person,1,0.8469,1208.51,283.79,1278.81,439.04
13,0.433,person,person,2,0.7887,990.85,18.92,1024.5,81.13
13,0.433,person,person,3,0.6984,1102.78,54.17,1144.62,132.19
13,0.433,person,person,4,0.6461,593.29,654.8,703.44,787.05
13,0.433,person,person,5,0.7726,1866.29,467.04,1920.0,550.98
13,0.433,person,person,6,0.7601,137.05,218.45,197.07,292.55
13,0.433,racket,tennis racket,7,0.587,701.02,703.62,751.15,750.85
13,0.433,person,person,8,0.7366,855.92,6.72,886.87,59.61
13,0.433,ball,sports ball,11,0.4191,1023.12,273.21,1034.0,281.4
13,0.433,person,person,12,0.5026,63.57,424.22,107.83,477.83
13,0.433,person,person,14,0.377,1430.35,55.32,1470.63,87.06
13,0.433,person,person,15,0.3759,979.72,0.14,994.6,14.07
13,0.433,person,person,13,0.8254,801.15,53.41,836.88,133.48
14,0.467,person,person,1,0.8479,1207.44,284.23,1277.46,438.88
14,0.467,person,person,2,0.7918,991.08,18.34,1024.78,80.94
14,0.467,person,person,3,0.6942,1101.97,54.07,1143.33,130.88
14,0.467,person,person,4,0.7159,584.26,654.52,696.62,788.15
14,0.467,person,person,5,0.7399,1870.09,467.76,1920.0,551.05
14,0.467,person,person,6,0.7523,137.01,218.43,196.99,292.45
14,0.467,racket,tennis racket,7,0.5917,695.49,708.44,745.13,754.28
14,0.467,person,person,8,0.7415,855.21,7.18,886.17,60.05
14,0.467,ball,sports ball,11,0.4068,1023.12,273.21,1034.0,281.41
14,0.467,person,person,12,0.5041,63.63,424.17,107.94,477.8
14,0.467,person,person,14,0.4038,1430.32,55.3,1470.68,87.09
14,0.467,person,person,15,0.3469,979.77,0.15,994.59,14.02
14,0.467,person,person,13,0.8243,802.17,53.33,838.8,133.27
14,0.467,racket,tennis racket,29,0.4451,676.86,709.94,748.68,761.25
15,0.5,person,person,1,0.8486,1207.0,284.4,1276.9,438.82
15,0.5,person,person,2,0.7921,991.19,18.12,1024.82,80.86
15,0.5,person,person,3,0.6955,1101.52,54.02,1142.84,130.43
15,0.5,person,person,4,0.7162,581.11,654.44,694.86,788.54
15,0.5,person,person,5,0.7418,1871.95,467.99,1920.0,551.08
15,0.5,person,person,6,0.7523,137.0,218.44,196.96,292.42
15,0.5,racket,tennis racket,7,0.5913,693.36,710.12,743.38,755.47
15,0.5,person,person,8,0.7386,854.94,7.3,885.92,60.16
15,0.5,ball,sports ball,11,0.4054,1023.12,273.21,1034.0,281.41
15,0.5,person,person,12,0.5039,63.65,424.15,107.99,477.79
15,0.5,person,person,14,0.4115,1430.31,55.29,1470.7,87.09
15,0.5,person,person,15,0.3459,979.79,0.15,994.58,14.0
15,0.5,person,person,13,0.8235,802.18,53.3,839.69,133.19
15,0.5,racket,tennis racket,29,0.4456,675.71,710.66,747.78,762.11
16,0.533,person,person,1,0.8386,1209.99,284.29,1279.48,438.83
16,0.533,person,person,2,0.7814,991.5,18.1,1025.01,80.66
16,0.533,person,person,3,0.7956,1101.63,53.93,1142.54,130.08
16,0.533,person,person,4,0.7691,578.57,655.26,686.61,781.2
16,0.533,person,person,5,0.746,1873.78,468.7,1920.0,551.18
16,0.533,person,person,6,0.7693,136.85,218.46,196.85,292.41
16,0.533,racket,tennis racket,7,0.2978,689.75,713.65,738.52,756.65
16,0.533,person,person,8,0.7475,854.11,7.53,884.84,60.04
16,0.533,ball,sports ball,11,0.395,1023.13,273.21,1033.99,281.4
16,0.533,person,person,12,0.5174,63.69,424.13,107.95,477.63
16,0.533,person,person,14,0.369,1430.37,55.31,1470.65,87.01
16,0.533,person,person,15,0.3722,979.76,0.15,994.57,14.03
16,0.533,person,person,13,0.8244,802.33,53.42,840.77,133.14
16,0.533,racket,tennis racket,29,0.7028,671.54,714.25,742.27,764.58
17,0.567,person,person,1,0.8547,1212.11,285.02,1281.16,438.94
17,0.567,person,person,2,0.7668,991.2,18.04,1024.61,80.7
17,0.567,person,person,3,0.7775,1101.02,53.9,1141.59,130.22
17,0.567,person,person,4,0.7988,554.58,657.07,704.37,836.55
17,0.567,person,person,5,0.7094,1875.13,470.45,1920.0,551.45
17,0.567,person,person,6,0.7719,136.81,218.48,196.82,292.37
17,0.567,person,person,8,0.7434,852.88,7.65,883.29,59.95
17,0.567,ball,sports ball,11,0.421,1023.13,273.21,1033.98,281.39
17,0.567,person,person,12,0.4961,63.75,424.11,107.96,477.49
17,0.567,person,person,14,0.3576,1430.36,55.33,1470.57,86.95
17,0.567,person,person,15,0.343,979.79,0.17,994.71,14.12
17,0.567,person,person,13,0.846,802.37,53.56,841.92,133.12
17,0.567,racket,tennis racket,29,0.7327,675.6,718.13,739.84,763.76
17,0.567,racket,tennis racket,34,0.3829,1202.82,353.05,1230.23,373.39
18,0.6,person,person,1,0.8721,1213.95,285.35,1282.92,438.95
18,0.6,person,person,2,0.7763,991.2,18.08,1024.37,80.46
18,0.6,person,person,3,0.7298,1099.46,53.54,1139.66,130.17
18,0.6,person,person,4,0.7735,559.86,655.93,686.82,807.15
18,0.6,person,person,5,0.6779,1876.25,472.51,1920.0,551.9
18,0.6,person,person,6,0.7771,136.48,218.46,196.63,292.39
18,0.6,person,person,8,0.7465,851.77,7.58,882.04,60.09
18,0.6,ball,sports ball,11,0.4157,1023.14,273.22,1033.97,281.39
18,0.6,person,person,12,0.4968,63.81,424.16,107.99,477.43
18,0.6,person,person,14,0.3391,1430.33,55.34,1470.45,86.85
18,0.6,person,person,15,0.3408,979.7,0.18,994.53,13.97
18,0.6,person,person,13,0.8457,802.85,53.5,843.51,133.39
18,0.6,racket,tennis racket,29,0.5882,662.74,722.06,733.38,771.96
18,0.6,racket,tennis racket,34,0.4338,1202.94,352.68,1229.88,372.59
18,0.6,racket,tennis racket,36,0.3214,1077.81,81.1,1106.03,104.46
18,0.6,person,person,10,0.3772,377.94,84.2,401.89,134.11
19,0.633,person,person,1,0.8686,1215.59,285.47,1284.94,439.15
19,0.633,person,person,2,0.7585,991.27,18.51,1023.98,80.23
19,0.633,person,person,3,0.8036,1098.55,53.25,1138.54,130.54
19,0.633,person,person,4,0.8048,560.32,651.97,678.49,792.31
19,0.633,person,person,5,0.7341,1877.13,473.85,1920.0,551.76
19,0.633,person,person,6,0.7804,136.49,218.61,196.6,292.37
19,0.633,person,person,8,0.7369,850.82,7.36,881.1,60.2
19,0.633,ball,sports ball,11,0.4138,1023.14,273.24,1033.96,281.39
19,0.633,person,person,12,0.5118,63.7,424.25,107.94,477.6
19,0.633,person,person,14,0.3275,1430.34,55.33,1470.47,86.82
19,0.633,person,person,15,0.3551,979.66,0.18,994.43,13.84
19,0.633,person,person,13,0.8483,803.6,53.43,844.92,133.36
19,0.633,racket,tennis racket,29,0.4465,654.29,725.09,727.95,776.77
19,0.633,racket,tennis racket,34,0.4561,1203.36,352.73,1229.66,372.05
19,0.633,racket,tennis racket,36,0.4209,1077.18,80.66,1105.92,104.43
19,0.633,person,person,10,0.5426,377.15,82.35,402.5,134.59
19,0.633,racket,tennis racket,7,0.5197,675.36,724.14,724.79,766.21
20,0.667,person,person,1,0.8606,1216.8,285.33,1287.0,439.82
20,0.667,person,person,2,0.7727,990.52,18.5,1022.98,80.31
20,0.667,person,person,3,0.7818,1097.79,52.96,1137.7,131.03
20,0.667,person,person,4,0.8281,554.68,642.45,676.53,787.97
20,0.667,person,person,5,0.7499,1877.86,475.26,1920.0,551.93
20,0.667,person,person,6,0.7744,136.57,218.73,196.64,292.33
20,0.667,person,person,8,0.7646,850.25,7.42,880.46,60.29
20,0.667,ball,sports ball,11,0.4442,1023.14,273.23,1033.96,281.39
20,0.667,person,person,12,0.5366,63.79,424.29,107.95,477.53
20,0.667,person,person,14,0.3313,1430.32,55.34,1470.48,86.82
20,0.667,person,person,15,0.3748,979.67,0.18,994.41,13.76
20,0.667,person,person,13,0.813,804.54,53.79,846.15,133.37
20,0.667,racket,tennis racket,29,0.356,648.54,728.64,721.39,779.28
20,0.667,racket,tennis racket,34,0.4701,1204.29,352.4,1231.18,371.94
20,0.667,racket,tennis racket,36,0.4411,1079.88,85.31,1102.76,103.98
20,0.667,person,person,10,0.3313,377.17,82.03,403.12,134.74
20,0.667,racket,tennis racket,7,0.6305,668.13,728.22,719.01,770.2
21,0.7,person,person,1,0.8608,1217.05,285.25,1287.85,440.08
21,0.7,person,person,2,0.7731,990.36,18.43,1022.6,80.33
21,0.7,person,person,3,0.7832,1097.65,52.84,1137.28,131.2
21,0.7,person,person,4,0.8269,552.91,639.13,675.62,786.43
21,0.7,person,person,5,0.7515,1878.33,475.75,1920.0,551.93
21,0.7,person,person,6,0.7735,136.62,218.78,196.7,292.31
21,0.7,person,person,8,0.7658,850.09,7.44,880.23,60.32
21,0.7,ball,sports ball,11,0.4431,1023.14,273.23,1033.97,281.38
21,0.7,person,person,12,0.5393,63.78,424.31,107.99,477.58
21,0.7,person,person,14,0.33,1430.31,55.34,1470.5,86.82
21,0.7,person,person,15,0.3729,979.66,0.18,994.4,13.71
21,0.7,person,person,13,0.8162,804.7,53.94,846.67,133.38
21,0.7,racket,tennis racket,29,0.3591,646.6,729.78,719.26,779.82
21,0.7,racket,tennis racket,34,0.4627,1204.45,352.34,1231.76,371.93
21,0.7,racket,tennis racket,36,0.4376,1080.59,86.7,1101.98,103.85
21,0.7,person,person,10,0.3394,377.01,81.83,403.38,134.75
21,0.7,racket,tennis racket,7,0.6254,665.22,729.56,717.51,771.58
21,0.7,ball,sports ball,43,0.6786,614.1,639.54,633.18,653.81
22,0.733,person,person,1,0.8647,1217.31,284.91,1289.1,440.88
22,0.733,person,person,2,0.7714,989.57,18.29,1021.59,80.29
22,0.733,person,person,3,0.7162,1097.76,52.93,1136.91,130.92
22,0.733,person,person,4,0.8299,547.07,632.07,676.11,788.54
22,0.733,person,person,5,0.7328,1878.76,476.69,1920.0,552.31
22,0.733,person,person,6,0.7616,136.39,218.8,196.63,292.37
22,0.733,person,person,8,0.7653,849.85,7.6,880.1,60.71
22,0.733,ball,sports ball,11,0.4233,1023.13,273.23,1033.96,281.39
22,0.733,person,person,12,0.5333,63.82,424.32,108.16,477.67
22,0.733,person,person,14,0.3436,1430.29,55.35,1470.56,86.88
22,0.733,person,person,15,0.3306,979.28,0.06,994.66,14.03
22,0.733,person,person,13,0.7733,805.44,53.68,847.88,133.51
22,0.733,racket,tennis racket,29,0.2642,643.89,731.92,714.42,779.82
22,0.733,racket,tennis racket,34,0.5778,1204.94,352.7,1232.64,372.31
22,0.733,person,person,10,0.3515,377.71,80.8,404.57,134.46
22,0.733,racket,tennis racket,7,0.7369,661.96,731.49,715.48,773.83
23,0.767,person,person,1,0.8745,1216.99,284.55,1289.85,441.77
23,0.767,person,person,2,0.7691,988.81,18.3,1020.6,80.23
23,0.767,person,person,3,0.7388,1098.04,53.07,1136.64,130.23
23,0.767,person,person,4,0.6555,540.86,626.64,673.55,789.65
23,0.767,person,person,5,0.7583,1879.53,478.62,1920.0,551.83
23,0.767,person,person,6,0.7559,136.55,218.86,196.82,292.39
23,0.767,person,person,8,0.73,849.41,7.74,879.97,61.56
23,0.767,ball,sports ball,11,0.4477,1023.13,273.19,1033.94,281.32
23,0.767,person,person,12,0.5532,63.91,424.32,108.21,477.55
23,0.767,person,person,14,0.3083,1430.31,55.37,1470.54,86.83
23,0.767,person,person,15,0.3411,979.11,0.02,994.81,14.11
23,0.767,person,person,13,0.7589,807.38,53.17,849.94,133.5
23,0.767,racket,tennis racket,29,0.6768,637.79,735.54,712.19,785.87
23,0.767,racket,tennis racket,34,0.4269,1206.12,353.17,1233.81,372.64
23,0.767,person,person,10,0.4077,378.32,80.02,405.24,133.65
23,0.767,racket,tennis racket,7,0.4619,655.06,735.25,709.28,777.05
23,0.767,racket,tennis racket,44,0.3427,1076.71,86.62,1106.05,103.89
24,0.8,person,person,1,0.8742,1217.24,284.06,1291.25,442.36
24,0.8,person,person,2,0.8099,987.54,18.46,1019.31,80.22
24,0.8,person,person,3,0.7662,1098.33,53.07,1136.82,130.01
24,0.8,person,person,4,0.5736,534.88,621.83,669.21,789.07
24,0.8,person,person,5,0.7687,1880.14,479.98,1920.0,551.42
24,0.8,person,person,6,0.7474,136.88,218.88,197.17,292.46
24,0.8,person,person,8,0.7715,848.12,8.42,878.69,62.06
24,0.8,ball,sports ball,11,0.4061,1023.13,273.17,1033.9,281.27
24,0.8,person,person,12,0.5294,63.81,424.36,108.26,477.72
24,0.8,person,person,14,0.2949,1430.31,55.39,1470.54,86.8
24,0.8,person,person,15,0.3545,978.97,0.0,994.93,14.16
24,0.8,person,person,13,0.6771,809.97,52.92,852.06,133.69
24,0.8,racket,tennis racket,29,0.5933,632.93,738.98,707.43,788.89
24,0.8,racket,tennis racket,7,0.3726,650.57,738.43,705.68,780.25
24,0.8,racket,tennis racket,44,0.2903,1077.5,87.6,1105.31,103.96
24,0.8,person,person,46,0.5343,542.55,621.29,665.29,872.82
25,0.833,person,person,1,0.8699,1217.19,283.1,1292.73,443.17
25,0.833,person,person,2,0.8245,986.26,18.69,1018.14,80.21
25,0.833,person,person,3,0.7679,1097.8,52.77,1136.9,130.26
25,0.833,person,person,4,0.4541,527.86,618.61,663.35,790.35
25,0.833,person,person,5,0.7454,1880.43,480.43,1920.0,551.24
25,0.833,person,person,6,0.7709,137.23,219.25,197.24,292.42
25,0.833,person,person,8,0.7016,847.32,9.52,877.32,61.84
25,0.833,ball,sports ball,11,0.3713,1023.14,273.17,1033.91,281.26
25,0.833,person,person,12,0.5115,63.71,424.38,108.26,477.82
25,0.833,person,person,14,0.2769,1430.32,55.39,1470.59,86.79
25,0.833,person,person,15,0.3216,978.92,0.0,994.95,14.06
25,0.833,person,person,13,0.7486,812.33,52.61,853.55,133.6
25,0.833,racket,tennis racket,29,0.6639,628.63,742.94,701.22,790.99
25,0.833,racket,tennis racket,7,0.5361,645.86,742.33,701.57,784.12
25,0.833,racket,tennis racket,44,0.2955,1078.01,88.51,1104.26,103.93
25,0.833,person,person,10,0.2515,379.89,79.27,405.43,129.66
26,0.867,person,person,1,0.8808,1218.19,282.58,1294.96,443.61
26,0.867,person,person,2,0.8199,984.99,18.47,1017.37,80.34
26,0.867,person,person,3,0.7373,1097.63,52.51,1137.25,130.15
26,0.867,person,person,4,0.5844,516.46,616.54,650.39,791.87
26,0.867,person,person,5,0.7119,1881.66,484.93,1919.79,551.1
26,0.867,person,person,6,0.7423,136.77,219.21,196.97,292.43
26,0.867,person,person,8,0.7283,845.88,10.58,875.67,62.39
26,0.867,ball,sports ball,11,0.3229,1023.14,273.14,1033.91,281.23
26,0.867,person,person,12,0.4719,63.69,424.27,108.44,477.9
26,0.867,person,person,14,0.3041,1430.13,55.33,1470.62,86.84
26,0.867,person,person,15,0.3329,978.96,0.0,995.11,14.03
26,0.867,person,person,13,0.7313,814.26,52.35,854.71,133.59
26,0.867,racket,tennis racket,7,0.6258,641.88,745.98,696.93,787.18
26,0.867,racket,tennis racket,44,0.2521,1077.84,87.98,1105.23,104.12
26,0.867,person,person,10,0.4146,379.85,79.03,406.1,130.84
27,0.9,person,person,1,0.881,1218.34,282.38,1295.97,443.75
27,0.9,person,person,2,0.8199,984.44,18.38,1017.18,80.38
27,0.9,person,person,3,0.7341,1097.48,52.43,1137.51,130.09
27,0.9,person,person,4,0.58,513.32,615.86,644.19,792.45
27,0.9,person,person,5,0.7109,1882.05,486.52,1919.31,551.04
27,0.9,person,person,6,0.7398,136.56,219.2,196.92,292.43
27,0.9,person,person,8,0.7259,845.37,11.01,875.08,62.56
27,0.9,ball,sports ball,11,0.3448,1023.09,273.11,1033.94,281.26
27,0.9,person,person,12,0.4698,63.67,424.23,108.52,477.94
27,0.9,person,person,14,0.3086,1430.01,55.3,1470.62,86.85
